,Age,Gender,State,Category,Brand,Quantity,Price,Discount,Product Rating,high_return_risk
2025-04-11 21:36:09,46,Female,Punjab,Formal Wear,Raymond,2,974.0,20,4.5,No
2025-04-11 21:36:09,65,Female,Punjab,Skirts,Zudio,5,631.0,25,3.0,No
2025-04-11 21:36:09,68,Female,Uttar Pradesh,Jackets,Puma,1,491.0,15,4.0,Yes
2025-04-11 21:36:09,49,Male,Maharashtra,Sleepwear,Zudio,5,806.0,25,2.5,Yes
2025-04-11 21:36:09,27,Female,Himachal Pradesh,T-shirts,Pantaloons,3,654.0,15,4.0,Yes
2025-04-11 21:36:09,59,Female,Kerala,Jeans,Puma,6,477.0,25,3.5,Yes
2025-04-11 21:36:09,26,Male,Uttar Pradesh,Activewear,Adidas,7,514.0,20,1.0,Yes
2025-04-11 21:36:09,20,Female,Kerala,Sleepwear,Levie's,7,884.0,20,1.0,Yes
2025-04-11 21:36:09,54,Male,Odisha,Sweaters,Nike,5,691.0,10,4.5,No
2025-04-11 21:36:09,31,Male,Rajasthan,Undergarments,Puma,5,480.0,10,4.5,Yes
2025-04-11 21:36:09,70,Male,Mizoram,Ethnic Wear,Nike,2,918.0,25,4.0,No
2025-04-11 21:36:09,31,Female,Haryana,Undergarments,Zudio,4,922.0,30,2.5,No
2025-04-11 21:36:09,37,Male,Goa,Ethnic Wear,Puma,5,841.0,20,4.0,No
2025-04-11 21:36:09,63,Male,Punjab,T-shirts,Puma,7,724.0,30,2.5,Yes
2025-04-11 21:36:09,51,Male,Rajasthan,Shirts,Adidas,2,870.0,25,3.5,No
2025-04-11 21:36:09,34,Male,Himachal Pradesh,Suits,Raymond,5,995.0,10,4.5,Yes
2025-04-11 21:36:09,43,Male,Meghalaya,Undergarments,Puma,5,454.0,30,1.0,Yes
2025-04-11 21:36:09,57,Male,Sikkim,Shorts,Puma,4,980.0,15,4.5,No
2025-04-11 21:36:09,62,Male,Nagaland,Undergarments,Adidas,5,750.0,30,1.0,No
2025-04-11 21:36:09,30,Male,Arunachal Pradesh,Trousers,Levie's,3,861.0,10,2.5,Yes
2025-04-11 21:36:09,28,Male,Madhya Pradesh,Shorts,Raymond,7,670.0,20,2.0,Yes
2025-04-11 21:36:09,55,Male,Rajasthan,Suits,Levie's,1,568.0,20,1.5,Yes
2025-04-11 21:36:09,53,Male,Gujarat,Undergarments,Puma,4,530.0,10,4.5,Yes
2025-04-11 21:36:09,32,Female,Odisha,Formal Wear,Zudio,5,961.0,30,3.5,Yes
2025-04-11 21:36:09,45,Female,Bihar,Dresses,Pantaloons,4,599.0,25,5.0,Yes
2025-04-11 21:36:09,28,Female,West Bengal,Jackets,Adidas,1,558.0,20,1.5,No
2025-04-11 21:36:09,27,Male,Manipur,Jackets,Raymond,7,438.0,20,4.0,Yes
2025-04-11 21:36:09,18,Female,Chhattisgarh,Shorts,Adidas,2,667.0,15,3.5,No
2025-04-11 21:36:09,43,Male,Gujarat,Dresses,Raymond,2,694.0,25,2.5,No
2025-04-11 21:36:09,41,Female,Kerala,Undergarments,Zudio,4,829.0,20,4.0,Yes
2025-04-11 21:36:09,31,Female,Haryana,Skirts,Raymond,7,432.0,20,3.0,Yes
2025-04-11 21:36:09,67,Male,Rajasthan,Dresses,Nike,5,620.0,20,1.0,Yes
2025-04-11 21:36:09,56,Female,Nagaland,Ethnic Wear,Adidas,2,925.0,15,5.0,No
2025-04-11 21:36:09,26,Female,Odisha,Undergarments,Raymond,3,502.0,30,1.5,No
2025-04-11 21:36:09,23,Male,Gujarat,Activewear,Zudio,4,756.0,15,3.0,No
2025-04-11 21:36:09,66,Female,Himachal Pradesh,Sleepwear,Zudio,6,815.0,10,2.5,No
2025-04-11 21:36:09,67,Female,Mizoram,Shirts,Nike,1,920.0,30,4.5,No
2025-04-11 21:36:09,28,Male,Assam,Trousers,Zudio,6,485.0,30,2.0,Yes
2025-04-11 21:36:09,21,Male,Madhya Pradesh,Ethnic Wear,Zudio,1,601.0,10,4.5,No
2025-04-11 21:36:09,21,Female,Punjab,Dresses,Nike,5,605.0,25,1.5,Yes
2025-04-11 21:36:09,57,Male,Punjab,Ethnic Wear,Zudio,3,865.0,15,1.5,No
2025-04-11 21:36:09,70,Female,Haryana,Suits,Nike,6,894.0,25,2.5,Yes
2025-04-11 21:36:09,51,Female,Meghalaya,Jeans,Pantaloons,7,980.0,20,3.5,No
2025-04-11 21:36:09,68,Female,Haryana,Suits,Levie's,4,612.0,25,3.5,Yes
2025-04-11 21:36:09,45,Male,Nagaland,Sweaters,Zudio,7,825.0,25,4.0,Yes
2025-04-11 21:36:09,57,Female,Arunachal Pradesh,Jeans,Adidas,4,893.0,15,5.0,Yes
2025-04-11 21:36:09,25,Female,Uttarakhand,Jackets,Zudio,2,908.0,20,1.0,Yes
2025-04-11 21:36:09,51,Female,Gujarat,Skirts,Raymond,6,616.0,25,2.0,No
2025-04-11 21:36:09,65,Female,Nagaland,Suits,H&M,7,659.0,15,3.5,No
2025-04-11 21:36:09,54,Male,Andhra Pradesh,Activewear,Adidas,4,660.0,10,1.0,Yes
2025-04-11 21:36:09,44,Male,Gujarat,Shorts,Pantaloons,2,617.0,30,4.0,Yes
2025-04-11 21:36:09,34,Female,Tripura,Ethnic Wear,Puma,3,703.0,15,5.0,No
2025-04-11 21:36:09,61,Male,Odisha,Trousers,Adidas,2,529.0,30,2.0,No
2025-04-11 21:36:09,41,Male,Manipur,Sleepwear,Adidas,7,639.0,15,2.0,No
2025-04-11 21:36:09,27,Male,Manipur,Sweaters,Nike,6,868.0,30,1.5,Yes
2025-04-11 21:36:09,65,Male,Karnataka,Sweaters,Zudio,5,601.0,20,2.0,Yes
2025-04-11 21:36:09,46,Male,West Bengal,Undergarments,Zudio,6,534.0,30,1.5,Yes
2025-04-11 21:36:09,40,Female,Goa,Ethnic Wear,Puma,4,619.0,10,2.0,No
2025-04-11 21:36:09,30,Female,Haryana,Sweaters,Adidas,2,577.0,25,3.0,Yes
2025-04-11 21:36:09,30,Female,Madhya Pradesh,Skirts,Zudio,1,806.0,20,4.5,No
2025-04-11 21:36:09,69,Female,Himachal Pradesh,Trousers,Raymond,4,795.0,30,1.0,No
2025-04-11 21:36:09,48,Male,Jharkhand,Suits,Levie's,2,680.0,15,3.5,Yes
2025-04-11 21:36:09,46,Male,Telangana,Trousers,Puma,4,615.0,25,1.0,Yes
2025-04-11 21:36:09,21,Female,Uttarakhand,Undergarments,Pantaloons,4,657.0,20,2.0,Yes
2025-04-11 21:36:09,27,Female,Gujarat,Shirts,Adidas,5,725.0,10,4.0,Yes
2025-04-11 21:36:09,36,Male,Chhattisgarh,Undergarments,Raymond,4,917.0,20,4.5,No
2025-04-11 21:36:09,50,Male,Maharashtra,Suits,Levie's,6,948.0,10,4.0,No
2025-04-11 21:36:09,40,Female,Karnataka,Sleepwear,Zudio,3,874.0,25,3.5,No
2025-04-11 21:36:09,18,Male,Chhattisgarh,Sleepwear,H&M,6,629.0,25,4.5,Yes
2025-04-11 21:36:09,48,Male,West Bengal,Jackets,Adidas,2,544.0,15,2.0,No
2025-04-11 21:36:09,67,Female,Tripura,Trousers,Pantaloons,7,522.0,15,4.5,Yes
2025-04-11 21:36:09,44,Male,Jharkhand,Dresses,Puma,1,654.0,30,4.5,Yes
2025-04-11 21:36:09,66,Male,Chhattisgarh,Suits,Zudio,5,931.0,30,1.0,Yes
2025-04-11 21:36:09,29,Female,Bihar,T-shirts,Levie's,2,684.0,20,4.5,Yes
2025-04-11 21:36:09,38,Male,Kerala,Jackets,Nike,5,941.0,20,3.5,Yes
2025-04-11 21:36:09,42,Female,Meghalaya,Shirts,Pantaloons,4,797.0,10,4.5,No
2025-04-11 21:36:09,60,Female,Uttarakhand,Trousers,Zudio,5,440.0,30,2.0,Yes
2025-04-11 21:36:09,24,Male,Mizoram,Shorts,H&M,3,460.0,30,3.0,Yes
2025-04-11 21:36:09,59,Male,Himachal Pradesh,Shorts,Zudio,2,912.0,30,3.5,Yes
2025-04-11 21:36:09,29,Male,Assam,Jeans,H&M,3,653.0,10,2.5,Yes
2025-04-11 21:36:09,51,Female,Goa,T-shirts,Levie's,3,870.0,15,5.0,No
2025-04-11 21:36:09,30,Male,Punjab,Formal Wear,Adidas,1,494.0,10,3.0,Yes
2025-04-11 21:36:09,56,Male,Meghalaya,Dresses,Nike,3,710.0,10,3.0,No
2025-04-11 21:36:09,69,Male,Bihar,Shorts,Raymond,3,775.0,20,4.5,Yes
2025-04-11 21:36:09,19,Female,Rajasthan,Undergarments,H&M,3,924.0,30,4.5,No
2025-04-11 21:36:09,48,Female,Gujarat,Trousers,Zudio,7,475.0,25,3.0,No
2025-04-11 21:36:09,58,Female,Odisha,Trousers,H&M,3,739.0,25,4.5,No
2025-04-11 21:36:09,56,Female,Nagaland,Undergarments,Levie's,5,873.0,20,5.0,No
2025-04-11 21:36:09,27,Female,Goa,T-shirts,H&M,3,684.0,20,2.0,Yes
2025-04-11 21:36:09,38,Male,Tripura,Dresses,H&M,5,510.0,20,1.0,Yes
2025-04-11 21:36:09,55,Female,Chhattisgarh,Sleepwear,Levie's,3,934.0,25,2.5,Yes
2025-04-11 21:36:09,46,Male,Kerala,Skirts,Nike,1,695.0,15,5.0,No
2025-04-11 21:36:09,56,Female,Punjab,Jeans,Puma,2,850.0,20,2.5,No
2025-04-11 21:36:09,33,Female,West Bengal,Sweaters,Adidas,3,775.0,10,1.5,No
2025-04-11 21:36:09,29,Male,Himachal Pradesh,Activewear,Raymond,4,412.0,20,3.0,No
2025-04-11 21:36:09,38,Female,Tamil Nadu,Undergarments,Nike,5,712.0,30,3.5,No
2025-04-11 21:36:09,63,Male,Maharashtra,Ethnic Wear,H&M,7,974.0,30,2.0,No
2025-04-11 21:36:09,19,Male,Jharkhand,Trousers,Pantaloons,5,459.0,15,5.0,No
2025-04-11 21:36:09,25,Male,Arunachal Pradesh,Ethnic Wear,Pantaloons,6,500.0,15,1.0,Yes
2025-04-11 21:36:09,32,Male,Punjab,T-shirts,H&M,7,405.0,10,1.5,No
2025-04-11 21:36:09,27,Female,Haryana,Dresses,H&M,1,416.0,15,1.5,No
2025-04-11 21:36:09,49,Male,Madhya Pradesh,Sleepwear,Puma,2,516.0,15,1.5,No
2025-04-11 21:36:09,47,Female,West Bengal,Trousers,Puma,1,497.0,25,1.5,No
2025-04-11 21:36:09,61,Male,Goa,Sweaters,Zudio,1,790.0,30,4.0,No
2025-04-11 21:36:09,50,Male,Maharashtra,Jackets,H&M,2,502.0,20,5.0,Yes
2025-04-11 21:36:09,19,Male,Punjab,Formal Wear,Pantaloons,4,639.0,30,1.0,No
2025-04-11 21:36:09,62,Female,Manipur,Sweaters,Levie's,6,954.0,30,1.0,Yes
2025-04-11 21:36:09,44,Male,Bihar,Formal Wear,Levie's,3,528.0,25,2.5,No
2025-04-11 21:36:09,59,Female,Karnataka,Sleepwear,Zudio,5,805.0,10,1.5,Yes
2025-04-11 21:36:09,61,Male,Telangana,Skirts,Nike,5,485.0,10,4.0,No
2025-04-11 21:36:09,62,Male,West Bengal,Jackets,Nike,4,646.0,25,1.5,No
2025-04-11 21:36:09,38,Female,Punjab,Dresses,Puma,2,782.0,15,1.0,Yes
2025-04-11 21:36:09,30,Male,Nagaland,Shirts,Raymond,2,992.0,30,1.0,Yes
2025-04-11 21:36:09,38,Female,Tamil Nadu,Trousers,H&M,2,799.0,30,1.5,No
2025-04-11 21:36:09,50,Female,Goa,Dresses,Levie's,6,603.0,20,1.5,No
2025-04-11 21:36:09,58,Female,Sikkim,Sleepwear,Adidas,5,919.0,30,1.0,Yes
2025-04-11 21:36:09,46,Male,Rajasthan,Shorts,Nike,6,414.0,30,2.5,No
2025-04-11 21:36:09,69,Female,Kerala,Jackets,Raymond,7,949.0,30,4.0,No
2025-04-11 21:36:09,34,Female,Assam,Shirts,Nike,5,923.0,20,2.5,No
2025-04-11 21:36:09,26,Female,Punjab,Jeans,Pantaloons,1,940.0,30,1.0,No
2025-04-11 21:36:09,67,Female,Tamil Nadu,Dresses,Pantaloons,1,813.0,15,4.5,Yes
2025-04-11 21:36:09,66,Female,Rajasthan,T-shirts,Puma,4,530.0,25,1.5,No
2025-04-11 21:36:09,37,Female,Sikkim,T-shirts,Zudio,4,773.0,30,4.5,No
2025-04-11 21:36:09,69,Female,Andhra Pradesh,Jeans,Puma,5,943.0,20,4.5,Yes
2025-04-11 21:36:09,48,Female,Assam,Shirts,Levie's,6,604.0,20,1.0,No
2025-04-11 21:36:09,30,Male,Uttarakhand,Trousers,Levie's,1,708.0,30,3.5,No
2025-04-11 21:36:09,37,Female,Gujarat,Jackets,Pantaloons,2,719.0,25,4.5,No
2025-04-11 21:36:09,18,Female,Andhra Pradesh,Skirts,H&M,3,627.0,30,2.0,No
2025-04-11 21:36:09,65,Male,Nagaland,Shirts,Raymond,2,877.0,10,1.0,No
2025-04-11 21:36:09,26,Female,Meghalaya,Jeans,Nike,7,859.0,25,1.5,Yes
2025-04-11 21:36:09,65,Male,Odisha,Shorts,Zudio,5,680.0,20,3.5,Yes
2025-04-11 21:36:09,34,Female,West Bengal,Trousers,Nike,2,587.0,25,1.5,Yes
2025-04-11 21:36:09,44,Male,Karnataka,Shirts,Nike,3,536.0,10,3.0,No
2025-04-11 21:36:09,68,Female,Haryana,Dresses,Pantaloons,1,786.0,25,4.5,No
2025-04-11 21:36:09,41,Female,West Bengal,Activewear,Puma,6,613.0,30,4.5,Yes
2025-04-11 21:36:09,63,Female,Sikkim,Suits,Raymond,3,634.0,15,5.0,No
2025-04-11 21:36:09,64,Female,Manipur,Skirts,Puma,3,463.0,20,4.5,Yes
2025-04-11 21:36:09,53,Male,Himachal Pradesh,Formal Wear,Raymond,3,837.0,15,1.5,No
2025-04-11 21:36:09,38,Male,Rajasthan,Jeans,H&M,7,442.0,15,2.0,Yes
2025-04-11 21:36:09,54,Male,Rajasthan,Suits,Raymond,1,869.0,10,4.0,Yes
2025-04-11 21:36:09,58,Female,Punjab,Ethnic Wear,H&M,6,495.0,20,2.0,No
2025-04-11 21:36:09,68,Female,Haryana,Shirts,Levie's,3,946.0,15,1.0,No
2025-04-11 21:36:09,63,Male,Assam,Dresses,Zudio,7,825.0,25,5.0,No
2025-04-11 21:36:09,26,Female,Tripura,Shorts,Zudio,2,913.0,25,3.5,Yes
2025-04-11 21:36:09,48,Female,Maharashtra,Jeans,Levie's,6,921.0,25,1.0,No
2025-04-11 21:36:09,36,Female,Sikkim,Skirts,Nike,6,495.0,10,4.5,No
2025-04-11 21:36:09,49,Female,Nagaland,Suits,H&M,2,869.0,30,4.5,Yes
2025-04-11 21:36:09,57,Male,Karnataka,T-shirts,Raymond,3,972.0,10,4.0,Yes
2025-04-11 21:36:09,31,Female,Nagaland,T-shirts,Zudio,7,638.0,30,1.5,No
2025-04-11 21:36:09,69,Male,West Bengal,Sweaters,Levie's,7,559.0,15,2.0,No
2025-04-11 21:36:09,40,Male,Himachal Pradesh,Jeans,Raymond,4,915.0,20,2.5,No
2025-04-11 21:36:09,56,Female,Maharashtra,Formal Wear,Adidas,1,844.0,30,5.0,Yes
2025-04-11 21:36:09,23,Female,Tripura,Shorts,Zudio,4,739.0,20,5.0,Yes
2025-04-11 21:36:09,19,Female,Bihar,Skirts,Adidas,7,993.0,20,1.5,No
2025-04-11 21:36:09,70,Female,Punjab,Activewear,Adidas,5,954.0,10,1.0,No
2025-04-11 21:36:09,59,Male,Himachal Pradesh,Formal Wear,Zudio,1,752.0,20,1.0,No
2025-04-11 21:36:09,25,Male,Manipur,Shorts,Raymond,6,664.0,15,1.5,No
2025-04-11 21:36:09,62,Male,Tamil Nadu,Suits,Nike,1,849.0,25,2.0,Yes
2025-04-11 21:36:09,21,Male,Assam,Trousers,Puma,3,453.0,10,3.5,No
2025-04-11 21:36:09,47,Male,Sikkim,Jackets,Raymond,2,601.0,25,2.0,Yes
2025-04-11 21:36:09,52,Female,Manipur,T-shirts,Nike,6,950.0,15,2.0,Yes
2025-04-11 21:36:09,33,Female,Nagaland,Dresses,Levie's,3,464.0,20,4.0,Yes
2025-04-11 21:36:09,58,Female,Nagaland,Trousers,Levie's,5,907.0,30,2.5,No
2025-04-11 21:36:09,67,Female,Uttarakhand,Jeans,H&M,5,692.0,20,2.0,No
2025-04-11 21:36:09,63,Female,Manipur,Shorts,Puma,5,872.0,30,1.0,Yes
2025-04-11 21:36:09,52,Female,Karnataka,Jackets,Puma,3,665.0,30,4.0,Yes
2025-04-11 21:36:09,60,Female,Chhattisgarh,Jackets,H&M,3,768.0,30,3.0,Yes
2025-04-11 21:36:09,39,Male,Himachal Pradesh,Activewear,H&M,1,927.0,25,2.5,Yes
2025-04-11 21:36:09,19,Female,Maharashtra,Jeans,Puma,1,906.0,30,5.0,No
2025-04-11 21:36:09,38,Female,Uttar Pradesh,Trousers,Levie's,3,563.0,15,1.5,No
2025-04-11 21:36:09,22,Male,Karnataka,Shorts,Raymond,4,968.0,15,2.0,Yes
2025-04-11 21:36:09,19,Male,Tripura,Jeans,Puma,6,675.0,15,5.0,Yes
2025-04-11 21:36:09,38,Male,Gujarat,Sleepwear,Zudio,2,974.0,10,1.0,No
2025-04-11 21:36:09,61,Female,Jharkhand,Trousers,Nike,2,542.0,15,5.0,Yes
2025-04-11 21:36:09,58,Male,Maharashtra,Shirts,Puma,3,457.0,20,1.0,No
2025-04-11 21:36:09,35,Female,Telangana,Trousers,Levie's,7,847.0,20,2.0,No
2025-04-11 21:36:09,23,Female,West Bengal,Formal Wear,Levie's,1,752.0,10,5.0,No
2025-04-11 21:36:09,65,Female,Goa,Ethnic Wear,Levie's,4,544.0,25,3.0,Yes
2025-04-11 21:36:09,60,Male,Meghalaya,Sweaters,Puma,1,758.0,25,2.0,Yes
2025-04-11 21:36:09,55,Male,Andhra Pradesh,Shirts,H&M,3,956.0,10,4.0,Yes
2025-04-11 21:36:09,59,Male,West Bengal,Formal Wear,Levie's,2,753.0,30,4.5,Yes
2025-04-11 21:36:09,25,Female,Uttarakhand,Formal Wear,Adidas,4,669.0,15,3.0,Yes
2025-04-11 21:36:09,42,Female,Haryana,Skirts,Nike,6,783.0,30,1.5,Yes
2025-04-11 21:36:09,35,Female,Manipur,Jackets,Zudio,5,549.0,10,4.5,No
2025-04-11 21:36:09,58,Male,Rajasthan,Jeans,Raymond,1,806.0,30,4.0,Yes
2025-04-11 21:36:09,61,Male,Bihar,Suits,H&M,1,699.0,25,4.0,No
2025-04-11 21:36:09,64,Male,Tamil Nadu,Shorts,Raymond,3,482.0,25,3.5,Yes
2025-04-11 21:36:09,36,Female,Madhya Pradesh,T-shirts,Adidas,5,993.0,15,3.5,Yes
2025-04-11 21:36:09,40,Male,Manipur,Skirts,Nike,5,966.0,20,2.0,Yes
2025-04-11 21:36:09,62,Male,Uttar Pradesh,Sweaters,Levie's,2,905.0,15,2.5,Yes
2025-04-11 21:36:09,38,Female,Tripura,Suits,Puma,7,469.0,20,3.5,No
2025-04-11 21:36:09,70,Male,Telangana,Skirts,Puma,5,815.0,15,4.0,Yes
2025-04-11 21:36:09,34,Male,Jharkhand,Suits,Puma,1,893.0,15,4.0,No
2025-04-11 21:36:09,62,Female,Nagaland,Formal Wear,H&M,4,740.0,15,2.0,Yes
2025-04-11 21:36:09,48,Male,Meghalaya,Ethnic Wear,Nike,2,953.0,25,4.5,No
2025-04-11 21:36:09,63,Male,Gujarat,Trousers,Adidas,2,849.0,25,5.0,Yes
2025-04-11 21:36:09,49,Male,Sikkim,Ethnic Wear,Levie's,7,784.0,25,1.5,No
2025-04-11 21:36:09,68,Female,Uttarakhand,Sleepwear,Nike,2,738.0,25,2.0,Yes
2025-04-11 21:36:09,31,Female,Himachal Pradesh,Dresses,Pantaloons,7,787.0,10,1.0,Yes
2025-04-11 21:36:09,67,Female,Arunachal Pradesh,Trousers,Puma,4,413.0,10,1.5,Yes
2025-04-11 21:36:09,52,Male,Bihar,Dresses,Adidas,1,1000.0,25,1.0,No
2025-04-11 21:36:09,35,Female,Punjab,Formal Wear,Adidas,1,556.0,30,1.5,Yes
2025-04-11 21:36:09,52,Female,Tamil Nadu,Sweaters,Zudio,6,706.0,20,1.0,No
2025-04-11 21:36:09,19,Female,Haryana,Sweaters,Nike,7,469.0,15,1.5,No
2025-04-11 21:36:09,23,Female,Kerala,Ethnic Wear,Zudio,6,791.0,25,2.0,No
2025-04-11 21:36:09,61,Female,West Bengal,Undergarments,Zudio,4,825.0,10,4.0,Yes
2025-04-11 21:36:09,57,Male,Andhra Pradesh,Suits,Adidas,1,785.0,15,2.0,No
2025-04-11 21:36:09,45,Female,Nagaland,Dresses,Zudio,3,897.0,15,1.5,Yes
2025-04-11 21:36:09,50,Female,Uttar Pradesh,Sweaters,Raymond,6,982.0,25,5.0,No
2025-04-11 21:36:09,44,Male,Gujarat,Trousers,Levie's,7,690.0,10,2.0,Yes
2025-04-11 21:36:09,68,Male,Manipur,Sweaters,Nike,2,659.0,25,3.0,Yes
2025-04-11 21:36:09,64,Male,Odisha,T-shirts,Levie's,1,844.0,15,1.0,No
2025-04-11 21:36:09,28,Female,Assam,Shirts,Puma,7,413.0,30,5.0,No
2025-04-11 21:36:09,62,Female,Uttar Pradesh,Shirts,Pantaloons,1,845.0,30,1.0,Yes
2025-04-11 21:36:09,42,Female,Uttar Pradesh,Sweaters,Pantaloons,7,942.0,25,2.0,Yes
2025-04-11 21:36:09,35,Male,Sikkim,Trousers,H&M,4,473.0,10,5.0,No
2025-04-11 21:36:09,53,Male,Himachal Pradesh,Trousers,Levie's,3,565.0,15,2.5,No
2025-04-11 21:36:09,38,Female,Jharkhand,Undergarments,Levie's,5,700.0,25,3.5,Yes
2025-04-11 21:36:09,40,Female,Goa,Shirts,Puma,6,762.0,15,3.5,Yes
2025-04-11 21:36:09,23,Male,Kerala,Dresses,Levie's,6,653.0,10,1.0,No
2025-04-11 21:36:09,43,Male,Mizoram,Shorts,Pantaloons,2,622.0,30,4.5,No
2025-04-11 21:36:09,70,Female,Jharkhand,Trousers,Puma,3,493.0,20,5.0,No
2025-04-11 21:36:09,22,Male,Meghalaya,Undergarments,Pantaloons,1,500.0,25,1.0,No
2025-04-11 21:36:09,64,Female,Goa,Formal Wear,Zudio,2,973.0,10,4.5,Yes
2025-04-11 21:36:09,69,Female,Jharkhand,Jeans,Zudio,1,586.0,15,2.5,Yes
2025-04-11 21:36:09,23,Female,Mizoram,Sleepwear,H&M,5,821.0,10,3.0,Yes
2025-04-11 21:36:09,68,Male,Gujarat,Jackets,H&M,6,731.0,20,1.0,Yes
2025-04-11 21:36:09,21,Male,Haryana,Undergarments,Pantaloons,1,904.0,30,2.0,No
2025-04-11 21:36:09,67,Female,Sikkim,Shirts,Pantaloons,2,939.0,30,3.0,No
2025-04-11 21:36:09,59,Female,Chhattisgarh,Trousers,Raymond,6,901.0,30,3.5,No
2025-04-11 21:36:09,36,Male,Uttar Pradesh,Sweaters,Zudio,7,402.0,25,3.0,Yes
2025-04-11 21:36:09,51,Male,Meghalaya,Shirts,Raymond,1,646.0,20,2.0,Yes
2025-04-11 21:36:09,67,Female,Punjab,Trousers,Zudio,3,964.0,10,1.0,No
2025-04-11 21:36:09,67,Female,Meghalaya,Sweaters,Puma,7,840.0,20,1.5,No
2025-04-11 21:36:09,57,Female,Jharkhand,Activewear,Adidas,4,716.0,15,2.0,No
2025-04-11 21:36:09,50,Female,Manipur,Activewear,Nike,3,881.0,15,5.0,No
2025-04-11 21:36:09,20,Male,Gujarat,Ethnic Wear,Adidas,5,720.0,15,3.0,Yes
2025-04-11 21:36:09,47,Female,Arunachal Pradesh,Jeans,Levie's,7,463.0,15,1.5,No
2025-04-11 21:36:09,46,Female,Gujarat,Sleepwear,Nike,6,591.0,20,2.5,Yes
2025-04-11 21:36:09,67,Female,Sikkim,Sleepwear,Raymond,2,923.0,30,2.5,Yes
2025-04-11 21:36:09,21,Female,Haryana,Sleepwear,Puma,7,410.0,10,4.5,Yes
2025-04-11 21:36:09,33,Female,Telangana,Undergarments,Levie's,5,965.0,10,3.0,No
2025-04-11 21:36:09,18,Male,Mizoram,Skirts,Raymond,5,630.0,20,3.5,Yes
2025-04-11 21:36:09,26,Male,Uttar Pradesh,Jackets,Raymond,2,489.0,20,5.0,Yes
2025-04-11 21:36:09,23,Female,Manipur,T-shirts,Zudio,5,535.0,10,5.0,Yes
2025-04-11 21:36:09,66,Male,Meghalaya,Ethnic Wear,Pantaloons,3,876.0,25,4.0,Yes
2025-04-11 21:36:09,45,Female,Telangana,Ethnic Wear,Puma,1,573.0,10,2.5,Yes
2025-04-11 21:36:09,55,Female,Chhattisgarh,Suits,Puma,5,461.0,15,4.0,No
2025-04-11 21:36:09,62,Female,Chhattisgarh,Ethnic Wear,Nike,1,678.0,20,4.5,Yes
2025-04-11 21:36:09,24,Male,Andhra Pradesh,Dresses,Nike,6,674.0,15,1.0,No
2025-04-11 21:36:09,42,Male,Himachal Pradesh,Formal Wear,Raymond,5,834.0,30,4.0,Yes
2025-04-11 21:36:09,55,Female,Odisha,Jeans,Zudio,2,522.0,30,4.0,Yes
2025-04-11 21:36:09,67,Female,Andhra Pradesh,T-shirts,H&M,4,505.0,20,2.0,Yes
2025-04-11 21:36:09,21,Female,Haryana,Jeans,Pantaloons,5,883.0,20,3.5,No
2025-04-11 21:36:09,53,Male,Odisha,Jeans,H&M,4,743.0,30,1.5,No
2025-04-11 21:36:09,38,Female,Rajasthan,Sweaters,Puma,1,538.0,10,4.0,Yes
2025-04-11 21:36:09,22,Female,Bihar,T-shirts,Levie's,1,854.0,20,5.0,Yes
2025-04-11 21:36:09,20,Female,Uttarakhand,Trousers,Puma,3,716.0,20,2.0,No
2025-04-11 21:36:09,20,Male,Punjab,Shirts,Puma,4,965.0,15,3.5,Yes
2025-04-11 21:36:09,54,Male,Punjab,Sleepwear,H&M,7,519.0,10,1.5,No
2025-04-11 21:36:09,55,Female,Madhya Pradesh,Shirts,Adidas,4,858.0,25,1.5,Yes
2025-04-11 21:36:09,34,Male,Punjab,Trousers,Raymond,4,470.0,25,4.5,Yes
2025-04-11 21:36:09,68,Female,Maharashtra,Trousers,Puma,5,513.0,15,5.0,Yes
2025-04-11 21:36:09,42,Male,Uttarakhand,Dresses,Levie's,6,725.0,10,1.5,No
2025-04-11 21:36:09,64,Female,Rajasthan,Dresses,Puma,7,945.0,10,1.0,No
2025-04-11 21:36:09,46,Female,Bihar,Jackets,Raymond,7,553.0,25,4.0,Yes
2025-04-11 21:36:09,45,Male,Gujarat,Undergarments,Zudio,4,838.0,15,4.5,No
2025-04-11 21:36:09,29,Female,Gujarat,Sleepwear,Zudio,7,656.0,10,3.0,Yes
2025-04-11 21:36:09,39,Male,West Bengal,Formal Wear,Puma,2,460.0,20,4.0,Yes
2025-04-11 21:36:09,38,Male,Telangana,Shorts,H&M,1,506.0,10,5.0,No
2025-04-11 21:36:09,36,Female,Sikkim,Skirts,Raymond,4,513.0,10,5.0,Yes
2025-04-11 21:36:09,33,Male,Himachal Pradesh,Skirts,Zudio,4,827.0,30,2.0,No
2025-04-11 21:36:09,44,Male,Karnataka,Sweaters,H&M,4,824.0,25,3.5,Yes
2025-04-11 21:36:09,32,Male,Manipur,Skirts,Nike,1,819.0,15,1.5,Yes
2025-04-11 21:36:09,32,Female,Uttarakhand,Trousers,Puma,1,436.0,20,2.0,Yes
2025-04-11 21:36:09,19,Male,Bihar,Dresses,Puma,2,479.0,20,5.0,No
2025-04-11 21:36:09,45,Male,Bihar,Shorts,Levie's,1,984.0,15,4.5,No
2025-04-11 21:36:09,67,Female,Uttar Pradesh,Shorts,Zudio,2,973.0,10,5.0,Yes
